"","Key","Value","freq"
"14917","we had no","idea",14
"107127","we had not","been",4
"137381","we had on","the",4
"22795","we had our","first",11
"45485","we had planned","to",7
"71489","we had plenty","of",5
"124422","we had quite","a",4
"10938","we had so","much",17
"92563","we had some","of",5
"12985","we had such","a",16
"32916","we had the","best",9
"6084","we had to","go",25
"127187","we hadn t","been",4
"855","we have a","lot",72
"54264","we have access","to",6
"22744","we have all","been",11
"96607","we have also","been",4
"65715","we have an","opportunity",6
"99233","we have at","the",4
"142641","we have become","a",4
"19661","we have been","working",12
"127845","we have built","our",4
"95849","we have chosen","to",5
"18791","we have come","to",12
"84991","we have continued","to",5
"11823","we have decided","to",17
"104863","we have done","with",4
"86685","we have failed","to",5
"53086","we have found","that",7
"127590","we have given","up",4
"116933","we have going","on",4
"59664","we have got","to",6
"131520","we have grown","to",4
"7914","we have had","a",21
"51859","we have here","is",7
"58444","we have hundreds","of",6
"32645","we have in","common",9
"42225","we have is","a",8
"50453","we have learned","to",7
"61617","we have lost","the",6
"16245","we have lots","of",14
"22030","we have made","it",11
"25218","we have more","than",10
"99548","we have never","seen",4
"12184","we have no","idea",16
"34405","we have not","been",9
"45413","we have nothing","to",7
"77599","we have now","been",5
"105031","we have on","our",4
"75653","we have one","of",5
"46583","we have only","a",7
"32265","we have our","own",9
"27726","we have plenty","of",10
"76280","we have reached","the",5
"101089","we have right","now",4
"48217","we have seen","the",7
"13073","we have so","many",16
"42337","we have some","of",8
"95780","we have something","to",5
"52096","we have such","a",7
"8355","we have the","same",20
"39394","we have time","to",8
"1220","we have to","be",60
"89037","we have tons","of",5
"96559","we have tried","to",4
"113132","we have two","new",4
"139677","we have yet","to",4
"132204","we haven't been","able",4
"72923","we haven't had","a",5
"109746","we haven't seen","a",4
"104872","we haven't talked","in",4
"16960","we haven t","seen",13
"113185","we head back","to",4
"13300","we headed back","to",15
"121134","we headed down","to",4
"137843","we headed off","to",4
"61248","we headed out","to",6
"126050","we headed over","to",4
"6941","we headed to","the",23
"104083","we headed up","to",4
"47626","we hit it","off",7
"62132","we hit the","road",6
"143296","we hope everyone","had",4
"51657","we hope that","you",7
"4779","we hope to","see",28
"17685","we hope you","had",13
"113334","we in the","international",4
"32268","we interview you","and",9
"40126","we invite you","to",8
"110960","we just can","t",4
"41676","we just don","t",8
"39058","we just don't","know",8
"121705","we just going","to",4
"95331","we just got","a",5
"10586","we just had","to",18
"1059","we just have","to",64
"111722","we just kind","of",4
"7144","we just need","to",22
"92236","we just picked","up",5
"114671","we just returned","from",4
"6261","we just want","to",24
"19859","we just wanted","to",12
"105053","we just went","through",4
"143889","we knew he","was",4
"23060","we knew it","was",11
"68298","we knew that","we",6
"64440","we knew there","was",6
"88235","we knew they","were",5
"9746","we knew we","had",19
"122580","we know a","lot",4
"128986","we know about","these",4
"73791","we know for","sure",5
"36268","we know how","to",8
"104103","we know if","we",4
"57068","we know is","that",6
"47719","we know it","s",7
"6827","we know that","the",23
"82161","we know there","is",5
"96115","we know this","is",5
"50712","we know we","can",7
"52616","we know what","we",7
"66251","we know you","will",6
"109761","we learned how","to",4
"112376","we left the","house",4
"40092","we like it","or",8
"56967","we like to","think",6
"133930","we listen to","the",4
"1369","we live in","a",57
"103095","we live on","the",4
"89208","we live our","lives",5
"74720","we lived in","the",5
"69918","we ll all","be",5
"25908","we ll be","able",10
"119182","we ll end","up",4
"103715","we ll get","back",4
"14309","we ll have","to",15
"112234","we ll look","at",4
"82065","we ll need","to",5
"15577","we ll see","how",14
"59976","we ll talk","about",6
"7456","we look at","the",22
"566","we look forward","to",90
"25722","we looked at","the",10
"125303","we lost the","game",4
"32647","we love each","other",9
"114967","we love it","here",4
"83895","we love to","see",5
"18789","we love you","too",12
"52758","we made a","decision",7
"21073","we made it","through",12
"9531","we made our","way",19
"50089","we made the","right",7
"92175","we make our","own",5
"98625","we make the","best",4
"92267","we managed to","get",5
"44505","we may be","able",7
"19978","we may have","to",12
"83124","we may need","to",5
"140199","we may never","know",4
"25843","we may not","be",10
"96413","we may or","may",4
"9882","we met up","with",18
"42827","we met with","the",7
"13207","we might as","well",15
"26772","we might be","able",10
"38776","we might have","to",8
"87691","we might like","to",5
"88111","we might not","have",5
"83142","we might want","to",5
"88197","we miss you","too",5
"123350","we move on","to",4
"37757","we moved on","to",8
"102208","we must ensure","that",4
"96817","we must make","sure",4
"118924","we must never","forget",4
"111777","we must not","forget",4
"83959","we must realize","that",5
"84788","we near the","end",5
"45962","we need a","new",7
"75231","we need all","the",5
"47557","we need is","a",7
"52437","we need more","of",7
"107948","we need them","to",4
"1101","we need to","be",63
"35714","we need you","to",8
"39402","we need your","help",8
"18990","we needed to","get",12
"91427","we never got","to",5
"55717","we never have","to",6
"51676","we no longer","have",7
"16207","we now have","a",14
"62801","we now know","that",6
"85568","we only had","a",5
"44742","we only have","one",7
"65577","we open at","am",6
"58875","we ought to","be",6
"51988","we owe it","to",7
"108256","we packed up","and",4
"141526","we parked the","car",4
"130515","we pay for","it",4
"141036","we plan to","have",4
"134947","we prepare for","the",4
"117307","we pride ourselves","on",4
"119109","we probably could","have",4
"94937","we probably should","have",5
"105619","we pulled into","the",4
"20365","we ran out","of",12
"114056","we re all","going",4
"74983","we re at","it",5
"116399","we re back","to",4
"48788","we re excited","to",7
"264","we re going","to",135
"144837","we re happy","to",4
"33221","we re here","to",9
"31107","we re hoping","to",9
"18679","we re in","the",13
"68556","we re just","not",6
"14854","we re looking","at",14
"10616","we re not","going",18
"112907","we re off","to",4
"41804","we re on","the",8
"138951","we re starting","to",4
"11987","we re supposed","to",16
"8225","we re talking","about",21
"107857","we re the","only",4
"78120","we re told","that",5
"4360","we re trying","to",30
"107225","we re very","excited",4
"49676","we re willing","to",7
"125873","we re working","on",4
"72612","we reached out","to",5
"93047","we realized that","we",5
"116505","we realized we","had",4
"31343","we really appreciate","it",9
"65963","we really didn","t",6
"122247","we really didn't","know",4
"22546","we really don","t",11
"122182","we really don't","know",4
"107677","we really enjoyed","ourselves",4
"61231","we really have","to",6
"4983","we really need","to",28
"10325","we really want","to",18
"44680","we really wanted","to",7
"133207","we reserve the","right",4
"95775","we returned to","the",5
"141481","we run out","of",4
"118026","we said we","were",4
"125269","we sat down","to",4
"138992","we sat in","the",4
"31854","we sat on","the",9
"133396","we saw a","lot",4
"131775","we saw in","the",4
"132969","we saw with","the",4
"52753","we say that","we",7
"39605","we see each","other",8
"80341","we see the","world",5
"57057","we see this","in",6
"14721","we seem to","be",15
"40976","we set out","to",8
"39706","we set up","a",8
"95869","we shall see","how",5
"79759","we share the","same",5
"24514","we should all","be",11
"26026","we should be","able",10
"109756","we should do","something",4
"74727","we should get","a",5
"13563","we should have","a",15
"30197","we should make","a",9
"31430","we should not","be",9
"61938","we should remember","that",6
"73069","we should start","a",5
"132471","we should talk","more",4
"79950","we shouldn t","have",5
"15930","we spend a","lot",14
"130092","we spend our","time",4
"19768","we spent a","lot",12
"42796","we spent most","of",7
"36067","we spent some","time",8
"46702","we spent the","night",7
"142753","we stand at","the",4
"83593","we start with","the",5
"121287","we started off","with",4
"59678","we started talking","about",6
"133535","we started the","day",4
"56067","we started with","a",6
"44260","we stayed at","the",7
"54870","we still do","not",6
"85681","we still don","t",5
"19458","we still don't","know",12
"8296","we still have","a",21
"19248","we still need","to",12
"62196","we still want","to",6
"35571","we stopped at","a",8
"121504","we stopped by","the",4
"13903","we take care","of",15
"33136","we take for","granted",9
"119630","we take pride","in",4
"21966","we talk about","the",11
"131945","we talked a","little",4
"30806","we talked about","how",9
"37987","we talked for","a",8
"108815","we teach our","children",4
"101953","we tend to","think",4
"16019","we thank you","for",14
"105519","we the people","of",4
"140658","we think about","it",4
"47932","we think of","as",7
"89615","we think so","too",5
"53131","we think this","is",7
"28834","we think we","are",10
"8565","we thought it","was",20
"15839","we thought we","would",14
"129301","we told her","that",4
"36093","we took a","few",8
"131946","we took advantage","of",4
"122781","we took her","in",4
"127649","we took the","kids",4
"78315","we tried to","get",5
"37069","we try to","make",8
"127773","we understand that","it",4
"11636","we used to","be",17
"30184","we ve all","been",9
"82471","we ve always","been",5
"50697","we ve been","in",7
"119423","we ve come","to",4
"74264","we ve decided","to",5
"108879","we ve ever","had",4
"4041","we ve got","a",31
"19159","we ve had","a",12
"74366","we ve just","got",5
"78977","we ve seen","in",5
"131767","we ve talked","about",4
"21386","we wait for","the",12
"139167","we wait to","see",4
"50614","we waited for","the",7
"79151","we waited in","the",5
"99981","we walked along","the",4
"89211","we walked around","the",5
"116631","we walked back","to",4
"32824","we walked in","the",9
"39735","we walked through","the",8
"41140","we walked to","the",8
"57109","we want him","to",6
"19517","we want it","to",12
"26576","we want people","to",10
"20437","we want them","to",12
"143715","we want this","to",4
"1313","we want to","be",58
"5220","we want you","to",27
"73938","we wanted it","to",5
"8150","we wanted to","do",21
"6256","we went back","to",24
"79968","we went down","to",5
"51038","we went for","a",7
"137100","we went ice","skating",4
"56694","we went into","the",6
"27375","we went on","a",10
"13966","we went out","to",15
"88787","we went through","the",5
"789","we went to","the",75
"69518","we went up","to",6
"47313","we went with","a",7
"40056","we were a","little",8
"416","we were able","to",107
"26444","we were about","to",10
"50051","we were all","in",7
"11331","we were asked","to",17
"6975","we were at","the",23
"73583","we were back","on",5
"87173","we were blessed","with",5
"134624","we were delighted","to",4
"99468","we were down","and",4
"105384","we were eager","to",4
"103125","we were forced","to",4
"55853","we were fortunate","enough",6
"75677","we were getting","the",5
"35591","we were given","a",8
"481","we were going","to",100
"52890","we were growing","up",7
"46194","we were happy","to",7
"142215","we were having","a",4
"103948","we were hit","with",4
"50645","we were hoping","to",7
"2276","we were in","the",44
"88637","we were invited","to",5
"115499","we were just","trying",4
"45729","we were kind","of",7
"74531","we were living","in",5
"20743","we were looking","for",12
"61739","we were lucky","to",6
"138030","we were meant","to",4
"43661","we were not","going",7
"29648","we were off","to",9
"8149","we were on","the",21
"139545","we were one","of",4
"38931","we were out","of",8
"108139","we were paying","for",4
"119868","we were picked","up",4
"22777","we were ready","to",11
"123367","we were right","there",4
"99486","we were seated","in",4
"59972","we were so","excited",6
"10187","we were supposed","to",18
"10638","we were talking","about",18
"34814","we were the","only",9
"19269","we were there","for",12
"11656","we were told","that",17
"78784","we were too","busy",5
"34558","we were treated","to",9
"6960","we were trying","to",23
"119194","we were used","to",4
"24771","we were waiting","for",11
"138328","we were walking","down",4
"141048","we were watching","the",4
"35309","we were working","on",8
"105767","we were yet","sinners",4
"117276","we weren't able","to",4
"29599","we weren't going","to",9
"128473","we weren t","able",4
"140565","we who are","being",4
"32468","we will all","be",9
"26592","we will also","be",10
"47955","we will always","be",7
"53107","we will announce","the",7
"6295","we will be","able",24
"114576","we will begin","the",4
"2511","we will continue","to",41
"48414","we will definitely","be",7
"31474","we will do","it",9
"141470","we will end","up",4
"115564","we will find","out",4
"47377","we will get","to",7
"66904","we will give","you",6
"2395","we will have","to",42
"90737","we will keep","you",5
"102972","we will know","for",4
"58046","we will let","you",6
"34357","we will look","at",9
"67009","we will lose","the",6
"41158","we will make","it",8
"57169","we will miss","you",6
"37734","we will need","to",8
"60113","we will never","know",6
"64838","we will no","longer",6
"8479","we will not","be",20
"17931","we will see","what",13
"136557","we will share","the",4
"144729","we will start","with",4
"105887","we will still","have",4
"37370","we will talk","about",8
"64113","we will try","to",6
"61321","we will work","with",6
"101084","we wish we","could",4
"49672","we wish you","a",7
"97583","we woke up","to",4
"42560","we won't be","able",8
"37465","we won't have","to",8
"27202","we won t","be",10
"88312","we worked hard","to",5
"32080","we would be","able",9
"93672","we would do","well",5
"143098","we would go","to",4
"11995","we would have","to",16
"966","we would like","to",68
"1476","we would love","to",55
"135940","we would need","to",4
"114890","we would never","have",4
"27851","we would not","have",10
"129606","we would still","be",4
"48922","we wouldn't be","here",7
"81905","we wouldn't have","had",5
"29243","we wouldn t","be",10
"100072","weak in the","knees",4
"68193","weapon att accuracy","proc",6
"25309","weapon for an","unlawful",10
"55403","weapon of mass","destruction",6
"29898","weapons of mass","destruction",9
"66567","wear and tear","of",6
"130541","wear it all","the",4
"122113","wear the same","clothes",4
"135227","wearing a seat","belt",4
"100209","wearing a t","shirt",4
"114736","wearing nothing but","a",4
"126295","wearing the same","clothes",4
"132343","weather has been","very",4
"70557","weather service in","portland",5
"131287","weather service is","forecasting",4
"128777","weather service meteorologist","in",4
"96145","weave in and","out",4
"74477","weaving in and","out",5
"111503","website by click","on",4
"1897","website comes from","amazon",48
"65985","website first broke","the",6
"119380","website for more","information",4
"115710","website to see","if",4
"143517","website where you","can",4
"103831","wednesday and thursday","and",4
"30646","wednesday at the","wallingford",9
"64712","wednesday night at","the",6
"112416","wednesday of each","month",4
"50237","wednesday of every","month",7
"69643","wednesday of the","month",6
"144133","wednesday that he","had",4
"143462","wednesday the company","said",4
"24094","wee hours of","the",11
"65781","week according to","the",6
"110089","week after week","to",4
"131029","week ago i","was",4
"4758","week and a","half",28
"28330","week and i","am",10
"62239","week and it","is",6
"72247","week and will","be",5
"142645","week at a","time",4
"123292","week away from","the",4
"129075","week before the","wedding",4
"81699","week but i","think",5
"94093","week for the","first",5
"57215","week has been","a",6
"102904","week i am","going",4
"92623","week i have","been",5
"81487","week i want","to",5
"65744","week i will","be",6
"89223","week in and","week",5
"66865","week is going","to",6
"107895","week is not","a",4
"95207","week it has","been",5
"143483","week it was","a",4
"23043","week leading up","to",11
"144244","week next month","next",4
"37162","week of the","year",8
"21643","week or so","ago",11
"107021","week our theme","is",4
"61008","week that he","was",6
"75847","week the challenge","is",5
"115659","week to be","over",4
"122321","week to the","lowest",4
"54391","week we have","a",6
"31199","week we will","be",9
"75446","week when i","was",5
"86960","weekend and it","was",5
"140956","weekend as well","as",4
"27573","weekend conference the","university",10
"118760","weekend i got","to",4
"125056","weekend i will","be",4
"44140","weekend is almost","here",7
"69539","weekend is going","to",6
"42553","weekend of the","season",8
"20493","weeks ago and","i",12
"20401","weeks ago i","was",12
"68568","weeks ago in","the",6
"137341","weeks ago when","i",4
"36395","weeks are going","to",8
"14846","weeks at a","time",14
"96579","weeks before he","died",4
"48805","weeks i have","been",7
"62362","weeks in a","row",6
"16361","weeks leading up","to",14
"77468","weeks left in","the",5
"99158","weeks of school","left",4
"39492","weeks of the","season",8
"119903","weeks to see","if",4
"45408","weigh in on","the",7
"51523","weighed in at","lbs",7
"67209","weighed in on","the",6
"58280","weighing in at","pounds",6
"115251","weight has been","lifted",4
"125987","weight of the","world",4
"74415","weight off my","shoulders",5
"82710","welcome back to","the",5
"55413","welcome to day","of",6
"48438","welcome to my","world",7
"68622","welcome to our","new",6
"29610","welcome to the","family",9
"33865","welfare of a","child",9
"27677","well after each","addition",10
"44456","well and good","but",7
"72830","well and i","don't",5
"28532","well as a","few",10
"44256","well as being","a",7
"100301","well as executive","appointments",4
"133122","well as for","the",4
"133269","well as his","own",4
"81696","well as i","did",5
"58197","well as in","the",6
"121224","well as it","did",4
"107715","well as long","as",4
"108616","well as many","of",4
"25390","well as on","the",10
"132981","well as people","who",4
"30413","well as some","of",9
"49156","well as that","of",7
"60104","well as the","state",6
"62851","well as to","the",6
"25336","well at least","i",10
"128745","well at the","box",4
"100386","well at this","point",4
"11739","well aware of","the",17
"109478","well away from","the",4
"95987","well be the","case",5
"23310","well being of","the",11
"78605","well enough to","be",5
"34374","well except for","the",9
"55307","well first of","all",6
"96214","well for me","it",4
"70586","well for one","thing",5
"67677","well for the","future",6
"45973","well get over","it",7
"115864","well have been","a",4
"61641","well here i","am",6
"71511","well here we","are",5
"104275","well here you","go",4
"99897","well i can","t",4
"122980","well i didn","t",4
"8193","well i don","t",21
"41600","well i don't","know",8
"32207","well i guess","i",9
"31316","well i have","been",9
"44895","well i hope","you",7
"68101","well i m","not",6
"101010","well i think","it",4
"91644","well in that","case",5
"117915","well in the","middle",4
"107286","well into his","s",4
"127839","well into the","night",4
"128936","well into their","s",4
"77868","well it's been","a",5
"130020","well it's time","for",4
"132758","well it is","a",4
"88462","well it looks","like",5
"62544","well it s","not",6
"37960","well it turns","out",8
"125944","well known and","respected",4
"49412","well known for","its",7
"76324","well known in","the",5
"49610","well let's just","say",7
"48861","well let me","tell",7
"90841","well let s","just",5
"92535","well most of","the",5
"76948","well not so","much",5
"95116","well of course","you",5
"97285","well on its","way",4
"62961","well on the","way",6
"49109","well on your","way",7
"40414","well over a","year",8
"78420","well positioned for","the",5
"126479","well short of","the",4
"113753","well so much","for",4
"53680","well that ends","well",6
"104785","well that is","all",4
"47968","well that s","what",7
"23670","well that was","a",11
"118555","well the night","before",4
"120887","well the time","has",4
"129272","well there goes","my",4
"126699","well there you","have",4
"83315","well this is","a",5
"116359","well thought out","and",4
"64672","well versed in","the",6
"60945","well what do","you",6
"114249","well with the","new",4
"136636","well worth a","look",4
"65605","well worth the","time",6
"115467","well worth your","time",4
"85167","well yes and","no",5
"33213","well you get","the",9
"92523","well you know","i",5
"124150","went a little","something",4
"125532","went a long","way",4
"140126","went about my","work",4
"81105","went above and","beyond",5
"38148","went all the","way",8
"79925","went and bought","a",5
"74302","went as far","as",5
"21744","went back and","forth",11
"144296","went back into","the",4
"2005","went back to","the",47
"68981","went by so","fast",6
"115169","went by the","nickname",4
"72125","went directly to","the",5
"144783","went down in","the",4
"14631","went down to","the",15
"52797","went down with","a",7
"141477","went downhill from","there",4
"52803","went for a","walk",7
"43630","went for from","the",7
"126436","went for in","the",4
"139903","went for on","the",4
"15298","went for with","a",14
"139427","went head to","head",4
"105046","went home with","a",4
"83829","went in search","of",5
"77383","went into cardiac","arrest",5
"54652","went into effect","in",6
"86847","went into the","room",5
"46722","went on a","run",7
"29323","went on and","on",9
"99182","went on sale","last",4
"117629","went on the","disabled",4
"6432","went on to","become",24
"95412","went on with","the",5
"136152","went out and","got",4
"35327","went out for","a",8
"96459","went out into","the",4
"27856","went out of","business",10
"118511","went out on","the",4
"111730","went out the","window",4
"58277","went out there","and",6
"30867","went out to","see",9
"135611","went over it","with",4
"59010","went over to","the",6
"119572","went public with","the",4
"104856","went right back","to",4
"62826","went so far","as",6
"40975","went something like","this",8
"108919","went straight for","the",4
"109381","went straight to","the",4
"39653","went the day","well",8
"129466","went the distance","for",4
"46269","went through a","lot",7
"129143","went to a","very",4
"21320","went to bed","at",12
"31929","went to check","on",9
"82475","went to dinner","with",5
"89429","went to do","some",5
"111059","went to get","the",4
"35753","went to great","lengths",8
"131582","went to have","a",4
"24057","went to high","school",11
"72630","went to my","first",5
"33666","went to new","york",9
"49873","went to one","of",7
"72573","went to pick","up",5
"57159","went to school","with",6
"18469","went to see","the",13
"20685","went to the","doctor",12
"95380","went to visit","my",5
"25970","went to work","for",10
"83366","went up on","the",5
"54426","went up to","the",6
"60102","went well with","the",6
"98297","went with me","to",4
"64914","were a big","hit",6
"73089","were a bunch","of",5
"10212","were a couple","of",18
"93668","were a few","more",5
"111506","were a huge","hit",4
"77511","were a little","more",5
"1483","were a lot","of",55
"81435","were a mixed","bag",5
"8984","were a number","of",20
"29145","were a part","of",10
"111471","were a series","of",4
"109185","were a ton","of",4
"134699","were a wild","one",4
"143113","were a year","ago",4
"5881","were able to","get",25
"83121","were about to","be",5
"56136","were added to","the",6
"24431","were affected by","the",11
"84932","were all going","to",5
"116039","were all in","the",4
"98597","were all over","the",4
"113060","were all the","same",4
"82270","were also charged","with",5
"129826","were among the","most",4
"124136","were and what","they",4
"82708","were approached by","a",5
"121825","were arrested for","blocking",4
"99546","were arrested on","charges",4
"40742","were as good","as",8
"90103","were asked to","leave",5
"74348","were at the","top",5
"91823","were aware of","the",5
"50222","were back in","the",7
"137580","were back on","the",4
"137810","were based on","a",4
"52067","were believed to","be",7
"100111","were blessed to","have",4
"79440","were born in","the",5
"137874","were both a","little",4
"114940","were brought to","the",4
"62123","were built in","the",6
"110268","were called in","to",4
"6359","were called to","the",24
"79152","were coming off","a",5
"126172","were concerned about","the",4
"116839","were created to","be",4
"121215","were designed to","be",4
"130201","were each charged","with",4
"129424","were ever going","to",4
"41930","were expected to","be",8
"110042","were exposed to","the",4
"32397","were few and","far",9
"47243","were finally able","to",7
"130273","were forced out","of",4
"47224","were fortunate enough","to",7
"23159","were found in","the",11
"31361","were found to","be",9
"99962","were four years","ago",4
"25707","were getting ready","to",10
"77568","were given to","the",5
"2555","were going to","be",41
"94615","were greeted by","the",5
"119690","were in a","good",4
"115094","were in and","out",4
"126009","were in charge","of",4
"106928","were in critical","condition",4
"118068","were in danger","of",4
"47158","were in favor","of",7
"104460","were in need","of",4
"35469","were in the","process",8
"105696","were inducted into","the",4
"67918","were injured in","the",6
"82559","were intended to","be",5
"79956","were interested in","the",5
"9280","were involved in","the",19
"6087","were it not","for",25
"56496","were just going","to",6
"36538","were just trying","to",8
"55620","were killed by","a",6
"28557","were killed in","the",10
"29860","were kind enough","to",9
"112479","were less likely","to",4
"111352","were living in","the",4
"17716","were looking for","a",13
"93229","were looking forward","to",5
"54386","were lost in","the",6
"52683","were lucky enough","to",7
"115676","were lucky to","have",4
"48150","were made in","the",7
"9401","were meant to","be",19
"40253","were members of","the",8
"9837","were more likely","to",19
"108011","were more of","a",4
"72341","were more than","a",5
"89861","were most likely","to",5
"103237","were named to","the",4
"139637","were never able","to",4
"117944","were no injuries","and",4
"86227","were no match","for",5
"100857","were no reports","of",4
"144814","were no signs","of",4
"12553","were not able","to",16
"124623","were not about","to",4
"54493","were not allowed","to",6
"65114","were not authorized","to",6
"138321","were not aware","of",4
"31517","were not enough","to",9
"59464","were not for","the",6
"14618","were not going","to",15
"51513","were not immediately","available",7
"134228","were not in","the",4
"84794","were not included","in",5
"134971","were not life","threatening",4
"57244","were not part","of",6
"76898","were not the","only",5
"108977","were not willing","to",4
"92262","were nowhere to","be",5
"99285","were old enough","to",4
"98497","were on a","mission",4
"24551","were on our","way",11
"36511","were on the","road",8
"74200","were on their","way",5
"126088","were on top","of",4
"16385","were one of","the",14
"123130","were only a","few",4
"54052","were out in","full",6
"4179","were part of","the",31
"41587","were published in","the",8
"98835","were pulled out","of",4
"136463","were put to","rest",4
"79668","were quite a","few",5
"101758","were ready for","a",4
"37006","were ready to","go",8
"109550","were removed from","their",4
"53811","were running out","of",6
"42010","were said to","be",8
"104747","were seated in","the",4
"45249","were sent to","the",7
"99700","were sitting in","the",4
"48333","were sitting on","the",7
"100775","were so close","to",4
"49548","were so excited","to",7
"46946","were so many","people",7
"112746","were so worried","about",4
"40244","were some of","the",8
"84939","were starting to","get",5
"55940","were still in","the",6
"120890","were still looking","for",4
"40534","were still trying","to",8
"114881","were stolen april","from",4
"4568","were supposed to","be",29
"141466","were surprised by","the",4
"123904","were taken by","the",4
"66604","were taken in","the",6
"94578","were taken out","of",5
"28049","were taken to","the",10
"56825","were talking about","the",6
"19885","were the first","to",12
"31905","were the jim","crow",9
"103801","were the kind","of",4
"27448","were the ones","who",10
"55296","were the only","two",6
"81133","were the product","of",5
"60584","were the result","of",6
"88174","were there to","see",5
"112843","were thought to","be",4
"22608","were times when","i",11
"90540","were to ask","me",5
"118988","were to be","used",4
"133336","were to have","a",4
"108742","were to success","when",4
"96206","were told by","the",4
"102803","were told that","the",4
"106519","were told they","would",4
"107545","were told to","go",4
"69688","were too young","to",6
"109734","were treated and","released",4
"129898","were treated at","the",4
"52097","were treated to","a",7
"65553","were trying to","determine",6
"130782","were turned over","to",4
"137054","were two of","the",4
"124354","were unaware of","any",4
"109010","were used by","the",4
"26258","were used in","the",10
"32250","were waiting for","the",9
"54531","were walking down","the",6
"121165","were walking in","the",4
"144384","were willing to","work",4
"125644","were wounded in","the",4
"73173","were written in","the",5
"120919","were yet sinners","christ",4
"34177","were you able","to",9
"97045","weren't going to","do",4
"19381","weren t able","to",12
"97887","weren t for","the",4
"29593","weren t going","to",9
"82001","weren t supposed","to",5
"102440","weren t the","only",4
"126487","west bank and","gaza",4
"46206","west bank of","the",7
"134687","west coast of","the",4
"61167","west end of","the",6
"118552","west of the","mississippi",4
"14823","west side of","the",14
"37283","west west west","west",8
"113005","western conference player","of",4
"84676","western conference semifinal","series",5
"106996","western edge of","the",4
"79005","western reserve university","school",5
"105700","wet ingredients to","the",4
"22251","wet tshirt contest","friday",11
"72490","wewontwork if you","don't",5
"44485","what's been going","on",7
"51362","what's best for","the",7
"78152","what's done is","done",5
"52940","what's everyone up","to",7
"4331","what's going on","in",30
"5971","what's going to","happen",25
"99036","what's happening in","the",4
"76072","what's happening on","the",5
"138482","what's important is","that",4
"38163","what's in store","for",8
"72546","what's it all","about",5
"94702","what's left of","the",5
"118705","what's new with","you",4
"11498","what's not to","like",17
"109135","what's on the","menu",4
"133179","what's on your","mind",4
"78733","what's really going","on",5
"36920","what's the best","way",8
"46941","what's the big","deal",7
"63397","what's the deal","with",6
"10305","what's the difference","between",18
"97771","what's the name","of",4
"11301","what's the point","of",17
"8368","what's up with","that",20
"71913","what's with all","the",5
"39953","what's wrong with","me",8
"72241","what's your favorite","part",5
"91547","what's your take","on",5
"5375","what a beautiful","day",27
"137795","what a blessing","to",4
"113173","what a bunch","of",4
"38104","what a difference","a",8
"129212","what a gorgeous","day",4
"7976","what a great","day",21
"29548","what a lot","of",9
"121187","what a lovely","day",4
"139411","what a relief","it",4
"109907","what a shame","that",4
"13583","what a way","to",15
"66749","what a wonderful","world",6
"67775","what about all","the",6
"42925","what about the","other",7
"87213","what advice do","you",5
"37798","what advice would","you",8
"80583","what age you","are",5
"100369","what all of","this",4
"18286","what all the","fuss",13
"7165","what am i","doing",22
"19393","what amounts to","a",12
"136254","what anyone else","thinks",4
"136600","what appear to","be",4
"2590","what appeared to","be",40
"3964","what appears to","be",32
"4425","what are some","of",30
"11698","what are the","odds",17
"73459","what are they","going",5
"115558","what are u","doing",4
"15295","what are we","doing",14
"393","what are you","doing",110
"5077","what are your","plans",27
"65142","what became known","as",6
"44644","what began as","a",7
"112777","what better place","to",4
"79660","what better time","to",5
"2902","what better way","to",38
"134179","what brings you","to",4
"104309","what brought me","to",4
"90236","what came to","be",5
"8694","what can be","done",20
"126612","what can go","wrong",4
"121953","what can happen","when",4
"1342","what can i","say",57
"25946","what can only","be",10
"10421","what can we","do",18
"8937","what can you","do",20
"42228","what comes out","of",8
"27421","what comes to","mind",10
"135891","what constitutes reasonable","suspicion",4
"15844","what could be","better",14
"35432","what could go","wrong",8
"4077","what could have","been",31
"109487","what could i","do",4
"69923","what could possibly","go",5
"68508","what day it","is",6
"140877","what day of","the",4
"37748","what did he","do",8
"9150","what did i","do",19
"128337","what did they","do",4
"31981","what did we","do",9
"2461","what did you","think",42
"3167","what do i","do",36
"33575","what do they","do",9
"29600","what do u","think",9
"5026","what do we","do",28
"57","what do you","think",280
"44267","what does he","do",7
"3321","what does it","mean",35
"13925","what does that","mean",15
"5397","what does this","mean",27
"127714","what doesn't kill","you",4
"127232","what doesn t","kill",4
"126654","what drew me","to",4
"126181","what else am","i",4
"86428","what else can","you",5
"40366","what else do","you",8
"32627","what else is","there",9
"36919","what else to","do",8
"40522","what ever happened","to",8
"70524","what everyone else","is",5
"70668","what exactly is","a",5
"141674","what feels like","a",4
"136012","what felt like","an",4
"131383","what followed was","a",4
"19380","what follows is","a",12
"102933","what god has","in",4
"43921","what god is","doing",7
"32002","what goes on","in",9
"144029","what grade are","you",4
"19908","what had been","a",12
"41905","what had happened","to",8
"141831","what had just","happened",4
"86752","what happened after","the",5
"48393","what happened at","the",7
"129286","what happened he","said",4
"17255","what happened in","the",13
"75822","what happened is","that",5
"118081","what happened next","but",4
"59582","what happened on","the",6
"74447","what happened the","last",5
"2166","what happened to","the",45
"55104","what happens at","the",6
"22929","what happens if","you",11
"6921","what happens in","the",23
"78233","what happens is","that",5
"104574","what happens next","is",4
"20338","what happens to","the",12
"1879","what happens when","you",48
