"","Key","Value","freq"
"265423","revolutionaries","and",6
"65363","revolutionary","war",26
"219295","revolutionize","the",7
"52160","revolve","around",32
"102325","revolved","around",16
"32374","revolves","around",52
"58899","revolving","door",29
"26626","reward","for",63
"64501","rewarded","with",26
"174515","rewarding","and",9
"90736","rewards","of",18
"210977","rewind","to",8
"131621","rewrite","the",12
"63157","rex","ryan",27
"210857","reyes","and",8
"149473","reynolds","said",11
"134726","rhetoric","and",12
"96663","rhetorical","question",17
"75776","rheumatoid","arthritis",22
"278888","rhinestones","and",6
"21144","rhode","island",79
"164037","rhubarb","and",10
"198566","rhyme","or",8
"118051","rhymes","with",14
"37903","rhythm","and",45
"147510","rhythms","and",11
"111397","rib","eye",15
"29820","ribbon","and",56
"106803","ribbons","and",16
"56799","ribs","and",30
"206261","rica","and",8
"16554","rice","and",99
"8639","rich","and",178
"71678","richard","and",23
"134728","richards","said",12
"94718","richardson","and",18
"102918","richer","and",16
"164203","riches","of",10
"162351","richest","man",10
"56099","richmond","heights",30
"75079","richness","of",22
"233594","richter","said",7
"13583","rick","santorum",118
"199912","rickie","weeks",8
"182944","ricky","rubio",9
"241409","rico","and",7
"161432","ricotta","cheese",10
"3313","rid","of",401
"244091","ridden","in",6
"212012","riddle","answer",8
"52849","riddled","with",32
"20508","ride","to",81
"108712","rider","and",15
"152475","riders","in",11
"60134","rides","and",28
"92267","ridge","road",18
"183371","ridicule","and",9
"69844","ridiculous","and",24
"236426","ridiculously","good",7
"28819","riding","a",58
"103976","ridley","scott",16
"164665","rielle","hunter",10
"104507","rife","with",16
"169403","riff","on",10
"140549","riffs","on",12
"96520","rifle","and",17
"225712","rift","between",7
"230","right","now",3166
"158065","righteous","and",10
"156008","righteousness","and",10
"199030","rightful","place",8
"145263","rightfully","so",11
"83647","rightly","so",20
"8486","rights","and",181
"126168","rigors","of",13
"239076","rigs","and",7
"238208","rihanna","and",7
"129865","riled","up",13
"55306","riley","said",31
"83311","rim","of",20
"123199","rimmed","baking",13
"227363","rin","tin",7
"262083","rind","and",6
"34027","ring","and",49
"184653","ringed","by",9
"143884","ringing","in",11
"52163","rings","and",32
"152103","rink","and",11
"103202","rinse","and",16
"174614","rinsed","and",9
"93217","rio","de",18
"92756","riot","police",18
"160937","riots","in",10
"32709","rip","it",51
"44348","ripe","for",38
"48682","ripped","off",35
"116507","ripping","off",14
"141324","ripple","effect",12
"230242","rips","it",7
"11366","rise","to",140
"99648","risen","to",17
"57785","rises","to",29
"59687","rising","and",28
"2916","risk","of",443
"40560","risks","of",42
"190608","risky","to",8
"257727","risotto","and",6
"268915","rita","and",6
"61942","rite","of",27
"120496","rites","of",14
"104485","ritual","of",16
"162906","rituals","that",10
"53789","ritz","carlton",31
"170214","rival","mitt",9
"173390","rivalry","with",9
"108260","rivals","in",15
"14466","river","and",112
"104163","rivera","said",16
"46174","rivers","and",37
"250010","riverside","calif",6
"152535","riverview","gardens",11
"166669","rm","million",10
"209186","rnd","ch",8
"5181","road","and",277
"20661","roads","and",80
"89526","roadside","bomb",19
"200406","roald","dahl",8
"224600","roam","the",7
"160489","roamed","the",10
"116686","roaming","the",14
"85254","roar","of",20
"280766","roaring","back",6
"41062","roast","beef",41
"71535","roasted","red",24
"52067","roasting","pan",32
"92292","rob","the",18
"88665","robbed","of",19
"141907","robberies","in",11
"53912","robbery","and",31
"212479","robbing","the",7
"174939","robbins","said",9
"47134","robert","downey",36
"206058","roberto","hernandez",8
"60204","roberts","said",28
"96239","robertson","and",17
"204189","robes","and",8
"95033","robin","hood",18
"35379","robinson","said",48
"154479","robo","signing",11
"257093","robotics","team",6
"215651","robots","and",7
"112260","robust","and",15
"221284","robyn's","fetish",7
"96750","rochester","n",17
"7078","rock","and",213
"164821","rockaway","township",10
"51601","rocked","the",33
"102860","rocket","science",16
"158066","rockies","in",10
"231198","rockin'","the",7
"57345","rocking","the",29
"30905","rocks","and",54
"279283","rockside","road",6
"230252","rockwood","school",7
"38884","rocky","river",43
"110090","rod","and",15
"69906","rode","the",24
"261055","rodeo","drive",6
"110350","rodgers","and",15
"45742","rodham","clinton",37
"162472","rodney","king",10
"222955","rodrigo","lopez",7
"83004","rodriguez","said",20
"168529","rods","and",10
"226228","roe","v",7
"48220","roger","goodell",35
"112975","rogers","said",15
"193789","rogue","river",8
"263389","roi","of",6
"81155","roland","park",21
"2160","role","in",571
"28729","roles","in",58
"19867","roll","out",83
"157348","rolle","said",10
"25007","rolled","out",67
"21137","roller","coaster",79
"219268","rollers","and",7
"34016","rolling","in",49
"62972","rolls","of",27
"158668","rom","com",10
"263578","roma","tomatoes",6
"168070","romaine","lettuce",10
"28669","roman","catholic",59
"36501","romance","and",46
"221329","romances","and",7
"202945","romankow","said",8
"49497","romantic","comedy",34
"69574","rome","and",24
"88186","romeo","and",19
"17416","romney","is",94
"83572","romney's","campaign",20
"12144","ron","paul",131
"24291","ronald","reagan",69
"226286","ronnell","lewis",7
"23721","roof","of",70
"200328","roofs","and",8
"257725","rooftop","deck",6
"43909","rookie","of",38
"160120","rookies","and",10
"2739","room","and",466
"208759","roomful","of",8
"247668","rooming","with",6
"88489","roommate","and",19
"180557","roommates","and",9
"19094","rooms","and",87
"216053","roosevelt","and",7
"272199","roosters","and",6
"28188","root","for",60
"30075","rooted","in",56
"17630","rooting","for",93
"30132","roots","of",56
"114577","rope","and",14
"141499","ropes","and",12
"156406","rory","mcilroy",10
"261392","ros","lehtinen",6
"155041","rosa","parks",10
"12325","rose","to",129
"225526","roseanne","barr",7
"88035","rosemary","and",19
"199769","rosen","said",8
"50519","roses","and",34
"241849","roshon","fegan",7
"279392","rosie","and",6
"72090","ross","said",23
"60144","roster","of",28
"84259","rotary","club",20
"133691","rotation","and",12
"139801","rotator","cuff",12
"185625","roth","said",9
"238793","rotisserie","chicken",7
"159872","rotten","tomatoes",10
"200599","rouches","said",8
"65502","rough","and",26
"238191","roughed","up",7
"38815","roughly","the",44
"3069","round","of",427
"77685","rounded","up",22
"74645","rounding","out",23
"21201","rounds","of",78
"225977","roundtable","discussion",7
"185713","roundup","of",9
"10169","route","to",155
"270125","routed","by",6
"55727","routes","and",30
"64204","routine","of",26
"182488","routines","and",9
"269580","rove","and",6
"20652","row","of",80
"86856","rowan","university",19
"231584","rowe","said",7
"21631","rows","of",77
"229478","roxy","music",7
"57346","roy","said",29
"51735","royal","family",33
"227231","royals","in",7
"202005","royalties","from",8
"242823","royalton","road",6
"203191","royalty","and",8
"193206","rs","crore",8
"199177","rss","feeds",8
"116133","rsvp","to",14
"2878","rt","i",447
"269556","rti","act",6
"129733","rts","and",13
"73667","rub","the",23
"178589","rubbed","his",9
"64344","rubber","stamp",26
"150628","rubbing","the",11
"213893","rubbish","and",7
"197898","rubble","and",8
"224601","ruben","tejada",7
"224021","rubs","off",7
"146817","ruby","red",11
"240140","rudd","and",7
"74996","rude","to",22
"66483","rudy","fernandez",25
"223943","rudyard","kipling",7
"144937","rue","de",11
"180369","rug","and",9
"235195","rugby","team",7
"221526","rugged","and",7
"252790","rugs","and",6
"44630","ruin","the",38
"72926","ruined","my",23
"128011","ruining","the",13
"75954","ruins","of",22
"11519","rule","of",138
"20686","ruled","that",80
"95237","ruler","of",17
"212982","rulers","of",7
"8838","rules","and",175
"50963","ruling","that",33
"105343","rum","and",16
"153993","rummage","sale",11
"282660","rummaged","through",6
"237730","rummaging","through",7
"84106","rumor","has",20
"51526","rumored","to",33
"60342","rumors","of",28
"224684","rumours","of",7
"4635","run","for",304
"140676","runaway","train",12
"140262","rundown","of",12
"15685","runner","up",104
"44378","runners","in",38
"4863","running","back",293
"178823","runny","nose",9
"276965","runoff","from",6
"6835","runs","in",219
"177260","runway","and",9
"50087","rupert","murdoch",34
"173134","rupp","said",9
"46815","rural","areas",36
"21395","rush","to",78
"21448","rushed","to",77
"279627","rusher","in",6
"263246","rushes","to",6
"48416","rushing","yards",35
"232079","russ","and",7
"154223","russa","said",11
"105501","russell","said",16
"37373","russia","and",45
"70776","russian","river",24
"61273","russo","and",28
"189723","rust","belt",8
"243681","rustic","italian",6
"91811","rusty","sneiderman",18
"25415","rutgers","university",66
"148802","ruth","and",11
"236449","ruthless","and",7
"123254","rv","park",13
"37353","ryan","and",45
"217410","ryane","clowe",7
"250245","rybak","said",6
"134413","ryder","cup",12
"125273","rye","bread",13
"271","s","a",2763
"165294","sa","police",10
"201539","são","paulo",8
"268589","sabah","and",6
"250251","sabotage","the",6
"201743","sac","and",8
"159081","sacha","baron",10
"134892","sachs","group",12
"126726","sack","of",13
"206099","sacked","times",8
"70732","sacks","and",24
"164232","sacrament","of",10
"56224","sacramento","and",30
"52200","sacred","heart",32
"41829","sacrifice","fly",40
"133117","sacrifices","of",12
"161366","sacrificing","the",10
"10055","sad","to",156
"98128","saddam","hussein",17
"83549","saddened","by",20
"166805","saddens","me",10
"153755","saddle","and",11
"54850","saddled","with",31
"34146","sadly","i",49
"69892","sadness","and",24
"7163","safe","and",210
"233389","safeco","field",7
"163718","safeguard","the",10
"242733","safeguards","for",6
"91513","safely","in",18
"89841","safer","than",19
"8144","safety","and",187
"256764","saffron","and",6
"264595","sag","aftra",6
"182639","saga","of",9
"97870","sage","and",17
"115783","saharan","africa",14
"148","said","the",4191
"135459","sail","on",12
"195952","sailed","through",8
"203934","sailing","to",8
"164417","sailors","and",10
"27865","saint","louis",60
"70356","saints","and",24
"12762","sake","of",126
"205655","saks","fifth",8
"19261","salad","and",86
"34530","salads","and",49
"277604","salamander","energy",6
"154089","salami","and",11
"36951","salaries","and",46
"30364","salary","cap",55
"107621","salazar","said",15
"8145","sale","of",187
"48411","salem","county",35
"7660","sales","of",197
"235107","salesman","who",7
"208707","sallie","mae",8
"128733","salma","hayek",13
"209918","salman","rushdie",8
"35163","salmon","and",48
"86414","salon","and",19
"267295","saloon","and",6
"80074","salsa","and",21
"3305","salt","and",402
"73493","salted","water",23
"93127","salty","and",18
"230483","saltzman","said",7
"79445","salute","to",21
"261013","salvador","dali",6
"150510","salvage","the",11
"198806","salvaged","from",8
"29247","salvation","army",57
"273960","salvo","in",6
"37051","sam","adams",46
"216983","sam's","club",7
"1062","same","time",1045
"29145","sample","of",58
"32756","samples","of",51
"36877","sampling","of",46
"71521","samsung","galaxy",24
"64280","samuel","l",26
"244242","samuels","said",6
"872","san","francisco",1207
"84052","sanchez","and",20
"156132","sanctioned","by",10
"81363","sanctions","against",21
"81272","sanctity","of",21
"168008","sanctuary","and",10
"31846","sand","and",53
"121953","sandals","and",13
"143900","sanders","said",11
"210441","sanderson","a",8
"226225","sanding","sugar",7
"263005","sandoval","has",6
"118167","sandra","fluke",14
"128177","sands","of",13
"154101","sandusky","was",11
"39384","sandwich","and",43
"109213","sandwiched","between",15
"37388","sandwiches","and",45
"142491","sandy","and",11
"113417","sane","and",15
"98165","sanford","fla",17
"60229","sang","the",28
"271013","sangre","de",6
"236416","sanitary","and",7
"192835","sanitation","workers",8
"218248","sanity","and",7
"150548","sank","in",11
"14654","santa","ana",110
"203940","santana","and",8
"179576","santelena","hotel",9
"201702","santo","domingo",8
"127115","santonio","holmes",13
"49536","santorum","is",34
"114411","sao","paulo",14
"108941","sara","lioi",15
"190959","sarada","kandula",8
"29921","sarah","palin",56
"183553","saran","wrap",9
"239085","sarcasm","and",7
"142548","sarcastic","and",11
"134316","sarkozy","and",12
"162737","sarlo","d",10
"249916","sasha","can",6
"236822","sassy","and",7
"7996","sat","down",191
"84683","satan","s",20
"108286","satellite","tv",15
"240127","satellites","and",7
"83745","satin","ribbon",20
"231689","satire","of",7
"71013","satisfaction","of",24
"17935","satisfied","with",92
"158140","satisfies","the",10
"47455","satisfy","the",36
"117539","satisfying","and",14
"29905","saturated","fat",56
"3250","saturday","night",407
"58260","saturday's","game",29
"86737","saturdays","and",19
"256282","saturn","in",6
"176730","satya","sarada",9
"9839","sauce","and",159
"66624","saucepan","over",25
"160001","sauces","and",10
"175642","saucony","shoes",9
"18839","saudi","arabia",88
"245081","sauerkraut","and",6
"229996","saul","bellow",7
"275741","saunders","said",6
"45537","sausage","and",37
"138382","sausages","and",12
"184213","sauté","until",9
"84448","saute","for",20
"263396","sauteed","in",6
"172521","sauvie","island",9
"40805","sauvignon","blanc",41
"177141","savage","garden",9
"277356","savannah","ga",6
"3878","save","the",355
"27895","saved","by",60
"68662","saves","the",25
"24211","saving","the",69
"49245","savings","and",34
"199707","savior","and",8
"127778","savor","the",13
"122117","savoring","the",13
"150589","savory","and",11
"112514","savvy","and",15
"1827","saw","the",662
"215293","sawyer","and",7
"220759","sax","player",7
"529","say","that",1728
"2307","saying","that",543
"230812","sayings","and",7
"1843","says","the",656
"180965","saysomethin","is",9
"149906","sb","and",11
"20147","sc","in",82
"19632","scale","of",84
"80674","scaled","back",21
"142549","scales","and",11
"110238","scaling","back",15
"194368","scallions","and",8
"159132","scallop","circle",10
"109312","scalloped","circle",15
"126632","scallops","with",13
"207751","scalp","and",8
"119977","scan","the",14
"167555","scand","j",10
"60773","scandal","and",28
"255506","scandals","and",6
"79509","scanned","the",21
"142071","scanners","and",11
"161373","scanning","the",10
"219635","scans","and",7
"121747","scantily","clad",14
"177831","scar","tissue",9
"224193","scarce","and",7
"116918","scarcity","of",14
"65677","scare","the",26
"14398","scared","to",112
"49169","scares","me",34
"135008","scarf","and",12
"183217","scarier","than",9
"202002","scaring","the",8
"68221","scarlet","knights",25
"63971","scarlett","johansson",26
"200199","scarred","and",8
"125750","scars","and",13
"156390","scarves","and",10
"57734","scary","and",29
"216512","scatter","the",7
"85261","scattered","throughout",20
"106420","scattering","of",16
"79109","scavenger","hunt",21
"62129","scenario","is",27
"176031","scenarios","that",9
"13577","scene","in",118
"67099","scenery","and",25
"27860","scenes","and",60
"25795","scent","of",65
"245983","scented","candles",6
"252936","schaefer","said",6
"32807","schedule","is",51
"2745","scheduled","to",465
"136616","schedules","and",12
"195045","scheduling","a",8
"28795","scheme","of",58
"83628","schemes","and",20
"243639","schizophrenia","and",6
"227397","schmidt","and",7
"145365","schneider","said",11
"236148","schnur","said",7
"178399","scholar","at",9
"132921","scholars","and",12
"59637","scholarship","to",28
"62645","scholarships","to",27
"1764","school","and",681
"107954","school's","first",15
"170398","schooling","and",9
"5531","schools","and",261
"199257","schrader","sm",8
"281506","schultz","a",6
"265097","schumer","d",6
"144593","schwartz","said",11
"11793","sci","fi",135
"8634","science","and",178
"117029","sciences","and",14
"96689","scientific","and",17
"73570","scientist","and",23
"42769","scientists","and",40
"265463","scion","of",6
"185206","scioscia","said",9
"91117","scissors","and",18
"199329","sclerosis","and",8
"250096","scoff","at",6
"93489","scoffed","at",18
"257548","scoffs","at",6
"172690","scones","and",9
"62332","scoop","of",27
"119409","scooped","up",14
"226397","scooping","up",7
"159505","scoops","of",10
"17307","scope","of",95
"237043","scoping","out",7
"165576","scorched","earth",10
"25818","score","of",65
"244970","scoreboard","and",6
"10810","scored","points",146
"46079","scoreless","innings",37
"122167","scorer","and",13
"17532","scores","of",94
"40302","scoring","position",42
"223231","scorpio","races",7
"127035","scotch","plains",13
"67281","scotland","and",25
"27500","scott","said",61
"193550","scottish","government",8
"57886","scottrade","center",29
"82266","scottsdale","road",20
"215166","scour","the",7
"222385","scoured","the",7
"163428","scourge","of",10
"210959","scouring","the",8
"119528","scout","cookies",14
"73062","scouting","combine",23
"74935","scouts","and",22
"118942","scramble","to",14
"52233","scrambled","eggs",32
"41915","scrambling","to",40
"111630","scrap","metal",15
"113459","scrapbook","page",15
"261771","scrapbooking","and",6
"282156","scrapbooks","and",6
"98700","scrape","the",17
"142272","scraping","the",11
"203159","scrapping","the",8
"51342","scraps","of",33
"71461","scratch","that",24
"231068","scratched","from",7
"126786","scratching","my",13
"61393","scream","i",27
"76099","screamed","and",22
"32491","screaming","and",52
"144091","screams","and",11
"150766","screeching","halt",11
"23685","screen","and",70
"145803","screened","in",11
"39933","screening","of",42
"132913","screenings","and",12
"184682","screenplay","by",9
"65592","screens","and",26
"270608","screenshot","of",6
"42281","screw","up",40
"30693","screwed","up",55
"273834","scribes","and",6
"267005","scrimmage","and",6
"68574","script","and",25
"159898","scripts","for",10
"136713","scripture","and",12
"133456","scriptures","and",12
"30672","scroll","yellow",55
"188931","scrolling","through",8
"218566","scrub","the",7
"73445","scrutiny","of",23
"145468","scuba","diving",11
"249636","scully","and",6
"108496","sculpture","and",15
"176681","sculptures","and",9
"240410","scum","of",7
"281928","scutari","d",6
"192850","sd","card",8
"217570","sdg","e",7
"93981","se","but",18
"19252","sea","of",86
"101243","seafood","and",16
"268074","seahawks","and",6
"55322","seal","the",31
"69158","sealed","the",24
"211548","sealing","the",8
"156494","seals","and",10
"118895","seam","binding",14
"201686","seamless","transition",8
"259443","seamlessly","into",6
"194098","seams","and",8
"251897","seamus","heaney",6
"94113","sean","payton",18
"3985","search","for",347
"30299","searched","for",55
"157891","searches","for",10
"5046","searching","for",284
"234642","seared","scallops",7
"124194","sears","and",13
"154277","seas","and",11
"193854","seaside","town",8
"2657","season","and",477
"207481","season's","first",8
"169083","seasonal","vegetables",10
"37841","seasonally","adjusted",45
"83980","seasoned","with",20
"101393","seasoning","and",16
"194921","seasonings","and",8
"23492","seasons","with",71
"17874","seat","in",92
"69743","seated","in",24
"92455","seating","and",18
"24136","seats","in",69
"32647","seattle","and",51
"106016","seau","was",16
"137599","seau's","death",12
"176216","sebastian","and",9
"188390","sec","and",9
"3293","second","half",403
"66094","secondary","school",26
"196792","secondhand","smoke",8
"105918","secondly","the",16
"11292","seconds","left",141
"191139","secrecy","and",8
"13680","secret","service",118
"214488","secretaries","and",7
"5287","secretary","of",272
"181317","secretly","recorded",9
"32368","secrets","of",52
"3745","section","of",366
"18847","sections","of",88
"61026","sector","and",28
"128003","sectors","of",13
"20996","secure","the",79
"79516","secured","a",21
"214667","secures","the",7
"76944","securing","a",22
"30134","securities","and",56
"9532","security","and",164
"112868","seduced","by",15
"323","see","the",2470
"28471","seed","in",59
"114791","seeded","and",14
"28710","seeds","and",58
"4135","seeing","the",337
"11675","seek","to",136
"222195","seekers","and",7
"8074","seeking","to",189
"17995","seeks","to",92
"671","seem","to",1471
"1285","seemed","to",890
"93776","seeming","to",18
"74096","seemingly","endless",23
"639","seems","to",1527
"3428","seen","the",390
"202234","seep","into",8
"13177","sees","the",122
"210468","segel","and",8
"32546","segment","of",52
"85901","segments","of",19
"218595","seismic","testing",7
"49817","seize","the",34
"83946","seized","by",20
"207114","seizure","of",8
"241801","seizures","and",7
"256674","seldom","seen",6
"33348","select","the",50
"31594","selected","to",53
"68094","selecting","a",25
"6360","selection","of",232
"86176","selections","from",19
"130312","selena","gomez",13
"15048","self","esteem",108
"95595","selfish","and",17
"241362","selfishness","and",7
"12509","sell","the",128
"147269","seller","of",11
"195423","sellers","are",8
"22097","selling","the",75
"73462","sellout","crowd",23
"121811","sells","a",14
"61826","semblance","of",27
"56084","semester","of",30
"140994","semi","sweet",12
"141636","semifinal","game",12
"131006","semifinals","of",12
"229710","semih","erden",7
"175832","seminar","for",9
"134513","seminars","and",12
"106324","seminole","county",16
"195187","semisweet","chocolate",8
"15792","senate","bill",103
"73684","senator","from",23
"109875","senators","and",15
"5565","send","me",260
"21504","sending","a",77
"35146","sends","a",48
"237033","seneca","wallace",7
"19404","senior","year",85
"37240","seniors","and",45
"52225","sensation","of",32
"786","sense","of",1322
"214203","sensed","the",7
"198713","senser","was",8
"93289","senses","and",18
"195919","sensibilities","of",8
"183518","sensibility","and",9
"124302","sensible","and",13
"267784","sensing","the",6
"26138","sensitive","to",64
"271593","sensitivities","of",6
"74581","sensitivity","to",23
"207308","sensors","and",8
"186779","sensory","overload",9
"217910","sensuality","and",7
"3262","sent","to",406
"36269","sentence","for",46
"7871","sentenced","to",193
"67323","sentences","for",25
"98893","sentencing","guidelines",17
"256330","sentient","beings",6
"29095","sentiment","is",58
"158429","sentiments","of",10
"282423","seo","and",6
"267846","seoul","south",6
"32103","separate","from",52
"27001","separated","from",62
"128967","separately","the",13
"81133","separates","the",21
"64270","separating","the",26
"42900","separation","of",39
"99784","sepia","saturday",17
"146483","sept","th",11
"25357","september","and",66
"36090","sequel","to",47
"56058","sequence","of",30
"190271","sequences","of",8
"198975","serena","williams",8
"222014","serene","and",7
"210105","serge","ibaka",8
"205393","sergeant","and",8
"177386","sergio","marchionne",9
"20697","serial","killer",80
"223077","serie","a",7
"1309","series","of",877
"16800","serious","about",98
"28861","seriously","i",58
"80338","seriousness","of",21
"173354","sermon","on",9
"246601","serrated","knife",6
"96059","servant","of",17
"100476","servants","of",17
"4944","serve","as",289
"4075","served","as",341
"150771","server","in",11
"91507","servers","and",18
"9664","serves","as",162
"6924","service","and",217
"266953","serviced","by",6
"273668","servicemen","and",6
"8167","services","and",187
"14896","serving","as",109
"115806","servings","of",14
"55480","sesame","seeds",30
"26275","session","at",64
"40360","sessions","and",42
"1102","set","up",1017
"160535","setback","for",10
"175276","seth","and",9
"19315","seton","hall",86
"12529","sets","of",128
"8088","setting","up",189
"87717","settings","and",19
"15808","settle","for",103
"15566","settled","in",105
"64471","settlement","with",26
"199990","settlements","in",8
"223555","settlers","and",7
"206216","settles","in",8
"49076","settling","in",34
"172687","setup","in",9
"109568","seung","yeon",15
"225063","seuss'","the",7
"6150","seven","years",239
"106844","seventeen","year",16
"41654","seventh","inning",41
"276388","seventies","and",6
"197211","seventy","five",8
"3344","several","years",398
"155190","severance","package",10
"59155","severe","weather",29
"176162","severely","injured",9
"33587","severity","of",50
"191224","severna","park",8
"69755","sew","the",24
"157775","sewage","treatment",10
"280871","sewed","it",6
"154657","sewer","system",10
"23488","sewing","machine",71
"255430","sewitch","said",6
"194945","sewn","together",8
"205904","sexier","than",8
"155738","sexism","and",10
"17281","sexual","abuse",95
"69823","sexuality","and",24
"48712","sexually","assaulted",35
"35527","sexy","and",47
"20402","sf","br",81
"30248","sh","t",55
"65728","shabby","chic",26
"251991","shack","on",6
"26634","shade","of",63
"243490","shaded","by",6
"11703","shades","of",136
"14446","shadow","of",112
"73035","shadows","and",23
"281784","shah","said",6
"251451","shaka","smart",6
"36030","shake","it",47
"152452","shaken","up",11
"27140","shaker","heights",62
"94996","shakes","his",18
"66796","shakespeare","s",25
"58910","shaking","his",29
"215635","shakti","gawain",7
"174253","shaky","economy",9
"69735","shale","gas",24
"7301","shall","be",207
"204881","shallot","and",8
"123739","shallots","and",13
"113260","shallow","bowl",15
"133186","shalt","not",12
"30437","shame","on",55
"195772","shameless","plug",8
"89431","shampoo","and",19
"182744","shamrock","shake",9
"224086","shane","doan",7
"255946","shanghai","and",6
"176668","shangri","la",9
"264605","shank","a",6
"14118","shape","of",114
"60978","shaped","like",28
"33064","shapes","and",51
"35566","shaping","up",47
"131162","shaquille","o'neal",12
"72349","shards","of",23
"4097","share","with",339
"17482","shared","with",94
"198471","shareholder","value",8
"181378","shareholders","and",9
"18233","shares","of",90
"86804","sharia","law",19
"14073","sharing","the",115
"117376","shark","fin",14
"107869","sharks","and",15
"241171","sharon","osbourne",7
"61631","sharp","and",27
"165288","sharper","i",10
"109223","sharply","in",15
"142931","shatter","the",11
"167511","shattered","and",10
"100082","shave","my",17
"166427","shaved","head",10
"126301","shaving","cream",13
"127347","shaw","and",13
"231298","shawn","marion",7
"247315","shawnee","mission",6
"165474","shawshank","redemption",10
"163","she","was",3959
"60879","she'd","been",28
"30370","she'll","be",55
"7389","she's","a",204
"129994","shea","weber",13
"89395","shed","a",19
"264302","sheen","to",6
"50983","sheep","and",33
"188097","sheer","number",9
"22389","sheet","of",74
"39377","sheets","of",43
"195927","sheik","yousuf",8
"76093","sheila","oliver",22
"197229","shelby","miller",8
"220639","sheldon","adelson",7
"64590","shelf","life",26
"61446","shell","and",27
"148399","shelled","out",11
"116816","shelley","duncan",14
"232767","shelling","out",7
"138795","shells","and",12
"48944","shelter","and",35
"260919","sheltered","nook",6
"109835","shelters","and",15
"212198","shelton","and",7
"55482","shelves","and",30
"263428","shenandoah","valley",6
"151547","shepard","and",11
"130803","shepherd","and",13
"172079","shepherd's","pie",9
"246431","sheraton","hotel",6
"155619","sheridan","s",10
"24102","sheriff","s",69
"10059","sheriff's","office",156
"53970","sherlock","holmes",31
"229654","sherman","and",7
"49306","sherrod","brown",34
"246257","sherry","vinegar",6
"182936","sherwin","williams",9
"263791","sheryl","crow",6
"199714","shes","a",8
"124778","shied","away",13
"106242","shield","and",16
"265489","shielded","from",6
"214213","shields","said",7
"20936","shift","in",79
"61077","shifted","to",28
"130773","shifting","the",13
"94660","shifts","in",18
"252184","shih","tzu",6
"207077","shiitake","mushrooms",8
"278380","shiller","index",6
"98104","shin","soo",17
"69213","shine","on",24
"139671","shiner","bock",12
"126553","shines","through",13
"113466","shining","and",15
"68117","shiny","new",25
"43884","ship","to",38
"75304","shipment","of",22
"183548","shipments","of",9
"37561","shipped","to",45
"153011","shipping","on",11
"89823","ships","and",19
"232251","shirley","lee",7
"15326","shirt","and",106
"25246","shirts","and",66
"33273","shock","and",50
"38188","shocked","by",44
"96304","shocking","to",17
"101116","shoe","and",16
"10706","shoes","and",147
"39897","shook","his",42
"29298","shoot","the",57
"147075","shooter","and",11
"28944","shooting","in",58
"114655","shootings","in",14
"210222","shootout","in",8
"198232","shoots","in",8
"11740","shop","and",136
"244644","shopped","for",6
"104395","shoppers","and",16
"16912","shopping","for",97
"17871","shops","and",92
"37526","shore","up",45
"80311","shores","of",21
"119423","shoring","up",14
"5201","short","of",276
"21468","shortage","of",77
"227483","shortbread","cookies",7
"119590","shortcomings","of",14
"168147","shorten","the",10
"120130","shortened","season",14
"196303","shortening","and",8
"42456","shorter","than",40
"116644","shortfall","in",14
"110074","shorthand","for",15
"257703","shortlist","for",6
"125423","shortlisted","for",13
"3899","shortly","after",353
"131742","shortness","of",12
"26110","shorts","and",64
"204508","shortstop","rafael",8
"8114","shot","in",188
"168048","shotgun","and",10
"17443","shots","and",94
"173","should","be",3810
"90081","should've","been",19
"257170","shoulda","been",6
"18857","shoulder","and",88
"40004","shoulders","and",42
"4528","shouldn","t",311
"7823","shouldn't","be",194
"207282","shouldnt","be",8
"2877","shout","out",448
"117947","shouted","at",14
"162111","shouting","at",10
"15910","shoutout","to",103
"143700","shouts","of",11
"98357","shove","it",17
"157694","shoved","in",10
"130324","shovel","and",13
"2973","show","that",436
"137383","showalter","said",12
"71199","showcase","the",24
"218888","showcased","the",7
"213373","showcases","a",7
"149855","showcasing","the",11
"115360","showdown","with",14
"4641","showed","up",303
"18536","shower","and",89
"131240","showered","with",12
"35484","showers","and",47
"15847","showing","the",103
"17582","shown","that",94
"267891","showplace","for",6
"5416","shows","that",266
"225938","showtimes","p",7
"277870","shrank","by",6
"96101","shred","of",17
"113834","shredded","cheese",15
"230906","shreds","of",7
"30837","shrimp","and",54
"175513","shrine","to",9
"181738","shrink","the",9
"112567","shrouded","in",15
"110434","shrubs","and",15
"262605","shrug","and",6
"86891","shrugged","off",19
"262891","shrunk","the",6
"223869","shu","and",7
"263770","shudder","to",6
"265204","shuffle","and",6
"136358","shurmur","said",12
"4743","shut","down",299
"143027","shutdown","of",11
"106768","shutout","innings",16
"75852","shuts","down",22
"82663","shutter","speed",20
"210873","shutters","and",8
"36606","shutting","down",46
"106903","shuttle","to",15
"21446","shy","of",77
"253035","siberian","orchestra",6
"265657","sibling","rivalry",6
"57351","siblings","and",29
"9636","sick","of",162
"246039","sickened","by",6
"260689","sickle","cell",6
"95048","sickness","and",18
"199648","sidamon","eristoff",8
"595","side","of",1596
"144573","sidebar","and",11
"44221","sided","with",38
"213180","sideline","to",7
"166819","sidelined","by",10
"230617","sidelines","of",7
"4526","sides","of",311
"67045","sidewalk","and",25
"89525","sidewalks","and",19
"146960","siding","with",11
